order_id,order_date,requested_delivery_date,actual_delivery_date,depot,customer_id,channel,distance_km,sku_id,sku_name,brand,sugar_type,pack_format,ordered_cases,delivered_cases,on_time,in_full,otif,failure_reason,net_realization_per_case,contrib_margin_per_case,shortfall_cases,lost_revenue_inr,lost_margin_inr
SO244566,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1285,Modern-Trade,44.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,20,20,1,1,1,None,540,168,0,0,0
SO244567,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1398,Modern-Trade,13.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,8,8,1,1,1,None,350,100,0,0,0
SO244568,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1440,General-Trade,4.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,4,4,1,1,1,None,350,100,0,0,0
SO244569,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1138,General-Trade,16.5,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,39,39,1,1,1,None,430,132,0,0,0
SO244570,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1045,General-Trade,4.7,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,67,67,1,1,1,None,500,150,0,0,0
SO244571,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1327,Modern-Trade,20.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,25,25,1,1,1,None,540,168,0,0,0
SO244572,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1214,General-Trade,41.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,21,21,1,1,1,None,350,100,0,0,0
SO244573,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1025,Quick-Commerce,9.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,2,2,1,1,1,None,520,160,0,0,0
SO244574,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1222,General-Trade,9.3,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,46,46,1,1,1,None,540,168,0,0,0
SO244575,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1348,General-Trade,30.8,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,31,31,1,1,1,None,540,168,0,0,0
SO244576,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1365,Modern-Trade,17.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,11,11,1,1,1,None,360,104,0,0,0
SO244577,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1368,Modern-Trade,24.1,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,11,11,1,1,1,None,520,160,0,0,0
SO244578,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1252,Modern-Trade,24.9,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,11,11,1,1,1,None,360,104,0,0,0
SO244579,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1519,General-Trade,20.0,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,25,25,1,1,1,None,430,132,0,0,0
SO244580,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1116,General-Trade,15.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,42,42,1,1,1,None,540,168,0,0,0
SO244581,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1392,General-Trade,14.6,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,51,51,1,1,1,None,500,150,0,0,0
SO244582,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1474,Quick-Commerce,9.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,5,5,1,1,1,None,540,168,0,0,0
SO244583,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1138,General-Trade,16.5,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,45,45,1,1,1,None,500,150,0,0,0
SO244584,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1040,Modern-Trade,6.1,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,6,6,1,1,1,None,430,132,0,0,0
SO244585,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1169,HoReCa,17.9,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,25,25,1,1,1,None,540,168,0,0,0
SO244586,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1018,General-Trade,33.7,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,23,23,1,1,1,None,500,150,0,0,0
SO244587,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1475,Modern-Trade,38.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,20,20,1,1,1,None,520,160,0,0,0
SO244588,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1164,General-Trade,22.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,27,27,1,1,1,None,350,100,0,0,0
SO244589,2026-04-13,2026-04-15,2026-04-16,BLR-North,CUST1064,General-Trade,7.9,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,43,43,0,1,0,Late dispatch from DC,360,104,0,0,0
SO244590,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1307,General-Trade,35.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,25,25,1,1,1,None,350,100,0,0,0
SO244591,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1084,Quick-Commerce,8.3,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,3,3,1,1,1,None,540,168,0,0,0
SO244592,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1351,Quick-Commerce,25.2,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,6,6,1,1,1,None,520,160,0,0,0
SO244593,2026-04-13,2026-04-14,2026-04-16,BLR-South,CUST1338,Quick-Commerce,15.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,0,1,0,Late dispatch from DC,540,168,0,0,0
SO244594,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1032,Modern-Trade,44.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,2,2,1,1,1,None,540,168,0,0,0
SO244595,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1252,Modern-Trade,24.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,16,16,1,1,1,None,350,100,0,0,0
SO244596,2026-04-13,2026-04-15,2026-04-16,BLR-East,CUST1469,Modern-Trade,42.1,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,11,11,0,1,0,Late dispatch from DC,450,138,0,0,0
SO244597,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1321,Modern-Trade,17.8,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,4,4,1,1,1,None,500,150,0,0,0
SO244598,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1317,General-Trade,37.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,23,23,1,1,1,None,350,100,0,0,0
SO244599,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1230,Quick-Commerce,31.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,19,19,1,1,1,None,360,104,0,0,0
SO244600,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1086,General-Trade,39.5,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,22,22,1,1,1,None,450,138,0,0,0
SO244601,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1345,General-Trade,26.6,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,36,36,1,1,1,None,540,168,0,0,0
SO244602,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1410,General-Trade,22.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,24,24,1,1,1,None,350,100,0,0,0
SO244603,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1148,Modern-Trade,28.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,9,9,1,1,1,None,350,100,0,0,0
SO244604,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1274,General-Trade,15.6,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,19,19,1,1,1,None,360,104,0,0,0
SO244605,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1111,Quick-Commerce,43.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,9,9,1,1,1,None,360,104,0,0,0
SO244606,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1072,General-Trade,39.2,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,42,42,1,1,1,None,500,150,0,0,0
SO244607,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1286,Quick-Commerce,20.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,2,2,1,1,1,None,350,100,0,0,0
SO244608,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1511,General-Trade,31.0,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,20,20,1,1,1,None,360,104,0,0,0
SO244609,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1507,General-Trade,17.5,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,15,15,1,1,1,None,360,104,0,0,0
SO244610,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1099,HoReCa,27.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,25,25,1,1,1,None,350,100,0,0,0
SO244611,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1442,General-Trade,40.7,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,36,36,1,1,1,None,520,160,0,0,0
SO244612,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1345,General-Trade,26.6,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,20,20,1,1,1,None,470,150,0,0,0
SO244613,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1450,Quick-Commerce,12.8,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,12,12,1,1,1,None,430,132,0,0,0
SO244614,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1186,Modern-Trade,43.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,10,10,1,1,1,None,540,168,0,0,0
SO244615,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1445,General-Trade,40.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,10,10,1,1,1,None,350,100,0,0,0
SO244616,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1028,Quick-Commerce,24.8,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,1,1,1,1,1,None,360,104,0,0,0
SO244617,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1032,Modern-Trade,44.7,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,22,22,1,1,1,None,350,100,0,0,0
SO244618,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1318,Quick-Commerce,39.3,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,2,2,1,1,1,None,540,168,0,0,0
SO244619,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1052,General-Trade,20.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,60,60,1,1,1,None,540,168,0,0,0
SO244620,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1287,Modern-Trade,32.1,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,15,15,1,1,1,None,470,150,0,0,0
SO244621,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1118,Modern-Trade,11.6,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,1,1,1,None,360,104,0,0,0
SO244622,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1061,Modern-Trade,36.6,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,13,13,1,1,1,None,540,168,0,0,0
SO244623,2026-04-13,2026-04-14,2026-04-15,BLR-North,CUST1216,Quick-Commerce,30.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,10,10,0,1,0,Vehicle unavailability,350,100,0,0,0
SO244624,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1122,Quick-Commerce,5.9,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,6,6,1,1,1,None,500,150,0,0,0
SO244625,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1097,Quick-Commerce,17.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,11,11,1,1,1,None,350,100,0,0,0
SO244626,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1158,General-Trade,40.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,18,18,1,1,1,None,540,168,0,0,0
SO244627,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1099,HoReCa,27.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,12,12,1,1,1,None,350,100,0,0,0
SO244628,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1409,HoReCa,30.8,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,13,13,1,1,1,None,520,160,0,0,0
SO244629,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1337,General-Trade,36.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,13,13,1,1,1,None,540,168,0,0,0
SO244630,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1036,Quick-Commerce,40.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,9,9,1,1,1,None,360,104,0,0,0
SO244631,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1438,General-Trade,31.7,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,32,32,1,1,1,None,350,100,0,0,0
SO244632,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1194,Quick-Commerce,17.2,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,7,7,1,1,1,None,520,160,0,0,0
SO244633,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1468,Quick-Commerce,40.4,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,1,1,1,1,1,None,430,132,0,0,0
SO244634,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1143,General-Trade,26.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,46,46,1,1,1,None,350,100,0,0,0
SO244635,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1119,General-Trade,25.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,31,31,1,1,1,None,360,104,0,0,0
SO244636,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1122,Quick-Commerce,5.9,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,8,8,1,1,1,None,540,168,0,0,0
SO244637,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1067,Modern-Trade,32.0,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,14,14,1,1,1,None,470,150,0,0,0
SO244638,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1497,General-Trade,8.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,9,9,1,1,1,None,350,100,0,0,0
SO244639,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1474,Quick-Commerce,9.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,1,1,1,None,540,168,0,0,0
SO244640,2026-04-13,2026-04-15,2026-04-16,BLR-North,CUST1486,Modern-Trade,11.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,8,8,0,1,0,Route / traffic delay,540,168,0,0,0
SO244641,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1483,Modern-Trade,42.9,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,30,30,1,1,1,None,360,104,0,0,0
SO244642,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1355,Modern-Trade,17.1,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,38,38,1,1,1,None,520,160,0,0,0
SO244643,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1171,Modern-Trade,14.2,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,4,4,1,1,1,None,500,150,0,0,0
SO244644,2026-04-13,2026-04-14,2026-04-15,BLR-North,CUST1301,Quick-Commerce,41.4,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,4,4,0,1,0,Late dispatch from DC,500,150,0,0,0
SO244645,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1488,General-Trade,24.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,58,58,1,1,1,None,360,104,0,0,0
SO244646,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1397,Quick-Commerce,19.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,5,5,1,1,1,None,540,168,0,0,0
SO244647,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1129,General-Trade,16.1,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,70,70,1,1,1,None,450,138,0,0,0
SO244648,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1239,Quick-Commerce,22.4,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,14,14,1,1,1,None,430,132,0,0,0
SO244649,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1277,Modern-Trade,12.3,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,20,20,1,1,1,None,450,138,0,0,0
SO244650,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1009,Modern-Trade,28.6,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,42,42,1,1,1,None,450,138,0,0,0
SO244651,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1421,Quick-Commerce,26.6,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,7,7,1,1,1,None,540,168,0,0,0
SO244652,2026-04-13,2026-04-14,2026-04-16,BLR-South,CUST1130,Quick-Commerce,35.4,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,7,7,0,1,0,Late dispatch from DC,470,150,0,0,0
SO244653,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1516,Modern-Trade,7.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,6,6,1,1,1,None,350,100,0,0,0
SO244654,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1328,General-Trade,44.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,41,41,1,1,1,None,520,160,0,0,0
SO244655,2026-04-13,2026-04-15,2026-04-17,BLR-South,CUST1277,Modern-Trade,12.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,21,21,0,1,0,Route / traffic delay,350,100,0,0,0
SO244656,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1319,HoReCa,10.9,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,10,10,1,1,1,None,540,168,0,0,0
SO244657,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1222,General-Trade,9.3,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,58,58,1,1,1,None,450,138,0,0,0
SO244658,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1213,General-Trade,12.7,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,41,41,1,1,1,None,360,104,0,0,0
SO244659,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1129,General-Trade,16.1,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,16,16,1,1,1,None,500,150,0,0,0
SO244660,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1098,Quick-Commerce,29.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,1,1,1,None,350,100,0,0,0
SO244661,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1364,General-Trade,21.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,22,22,1,1,1,None,360,104,0,0,0
SO244662,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1237,General-Trade,38.7,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,11,11,1,1,1,None,360,104,0,0,0
SO244663,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1038,Quick-Commerce,29.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,2,2,1,1,1,None,350,100,0,0,0
SO244664,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1230,Quick-Commerce,31.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,7,7,1,1,1,None,540,168,0,0,0
SO244665,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1157,General-Trade,8.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,33,33,1,1,1,None,470,150,0,0,0
SO244666,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1301,Quick-Commerce,41.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,5,4,1,0,0,Order/picking error,350,100,1,350,100
SO244667,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1377,Modern-Trade,4.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,6,6,1,1,1,None,520,160,0,0,0
SO244668,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1148,Modern-Trade,28.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,29,29,1,1,1,None,350,100,0,0,0
SO244669,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1250,General-Trade,27.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,32,32,1,1,1,None,350,100,0,0,0
SO244670,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1363,Quick-Commerce,37.7,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,3,3,1,1,1,None,430,132,0,0,0
SO244671,2026-04-13,2026-04-15,2026-04-16,BLR-South,CUST1150,General-Trade,16.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,14,14,0,1,0,Vehicle unavailability,350,100,0,0,0
SO244672,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1259,General-Trade,9.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,15,15,1,1,1,None,360,104,0,0,0
SO244673,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1066,General-Trade,20.2,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,26,23,1,0,0,Damage / quality rejection,500,150,3,1500,450
SO244674,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1505,General-Trade,42.2,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,42,42,1,1,1,None,470,150,0,0,0
SO244675,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1497,General-Trade,8.2,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,49,49,1,1,1,None,430,132,0,0,0
SO244676,2026-04-13,2026-04-15,2026-04-17,BLR-East,CUST1040,Modern-Trade,6.1,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,3,3,0,1,0,Late dispatch from DC,430,132,0,0,0
SO244677,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1502,HoReCa,21.7,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,25,25,1,1,1,None,470,150,0,0,0
SO244678,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1347,Quick-Commerce,32.1,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,12,12,1,1,1,None,430,132,0,0,0
SO244679,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1322,Modern-Trade,36.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,3,3,1,1,1,None,540,168,0,0,0
SO244680,2026-04-13,2026-04-14,2026-04-15,BLR-South,CUST1154,Quick-Commerce,35.7,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,1,1,0,1,0,Route / traffic delay,520,160,0,0,0
SO244681,2026-04-13,2026-04-14,2026-04-15,BLR-East,CUST1206,Quick-Commerce,18.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,4,4,0,1,0,Late dispatch from DC,520,160,0,0,0
SO244682,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1388,Quick-Commerce,37.6,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,3,3,1,1,1,None,350,100,0,0,0
SO244683,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1245,General-Trade,16.4,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,15,15,1,1,1,None,470,150,0,0,0
SO244684,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1345,General-Trade,26.6,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,16,16,1,1,1,None,360,104,0,0,0
SO244685,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1260,Quick-Commerce,7.8,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,1,1,1,None,540,168,0,0,0
SO244686,2026-04-13,2026-04-15,2026-04-15,BLR-South,CUST1121,General-Trade,14.6,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,6,5,1,0,0,DC stock-out (forecast miss),470,150,1,470,150
SO244687,2026-04-13,2026-04-14,2026-04-14,BLR-North,CUST1453,Quick-Commerce,31.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,10,10,1,1,1,None,520,160,0,0,0
SO244688,2026-04-13,2026-04-14,2026-04-14,BLR-South,CUST1513,Quick-Commerce,17.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,4,4,1,1,1,None,540,168,0,0,0
SO244689,2026-04-13,2026-04-14,2026-04-14,BLR-East,CUST1084,Quick-Commerce,8.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,5,5,1,1,1,None,350,100,0,0,0
SO244690,2026-04-13,2026-04-14,2026-04-15,BLR-East,CUST1084,Quick-Commerce,8.3,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,20,20,0,1,0,Route / traffic delay,520,160,0,0,0
SO244691,2026-04-13,2026-04-15,2026-04-15,BLR-North,CUST1225,HoReCa,20.1,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,15,15,1,1,1,None,520,160,0,0,0
SO244692,2026-04-13,2026-04-15,2026-04-15,BLR-East,CUST1424,General-Trade,5.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,22,22,1,1,1,None,540,168,0,0,0
